loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,education_encoded,self_employed_encoded,loan_status_encoded,total_assets_value,loan_to_income_ratio,assets_to_loan_ratio,monthly_income,monthly_loan_payment,debt_to_income_ratio
150,5, Graduate, No,2000000,6200000,18,402,4000000,2100000,7200000,1100000, Rejected,0,0,1,14400000,3.1,2.3225806451612905,166666.66666666666,344444.44444444444,2.066666666666667
151,1, Not Graduate, Yes,5200000,19300000,8,481,14300000,9500000,18800000,4200000, Rejected,1,1,1,46800000,3.7115384615384617,2.4248704663212437,433333.3333333333,2412500.0,5.5673076923076925
152,5, Graduate, Yes,8900000,28800000,6,772,13600000,5500000,20400000,8400000, Approved,0,1,0,47900000,3.235955056179775,1.6631944444444444,741666.6666666666,4800000.0,6.471910112359551
153,1, Graduate, Yes,6500000,20600000,2,306,15900000,1900000,18100000,3200000, Approved,0,1,0,39100000,3.169230769230769,1.8980582524271845,541666.6666666666,10300000.0,19.015384615384615
154,2, Not Graduate, No,1300000,4500000,6,415,0,900000,2900000,1200000, Rejected,1,0,1,5000000,3.4615384615384617,1.1111111111111112,108333.33333333333,750000.0,6.923076923076923
155,3, Not Graduate, No,9400000,35000000,16,548,18200000,4400000,36100000,4800000, Rejected,1,0,1,63500000,3.723404255319149,1.8142857142857143,783333.3333333334,2187500.0,2.7925531914893615
156,5, Not Graduate, No,5000000,11200000,8,701,9100000,500000,14000000,4600000, Approved,1,0,0,28200000,2.24,2.517857142857143,416666.6666666667,1400000.0,3.36
157,2, Graduate, No,3000000,7700000,12,890,4700000,4300000,8400000,2100000, Approved,0,0,0,19500000,2.566666666666667,2.5324675324675323,250000.0,641666.6666666666,2.5666666666666664
158,5, Not Graduate, Yes,9900000,33300000,6,364,5300000,17050000,27800000,8300000, Rejected,1,1,1,58450000,3.3636363636363638,1.7552552552552552,825000.0,5550000.0,6.7272727272727275
159,5, Graduate, Yes,700000,1300000,20,704,1600000,0,2200000,600000, Approved,0,1,0,4400000,1.8571428571428572,3.3846153846153846,58333.333333333336,65000.0,1.1142857142857143
160,3, Graduate, Yes,4000000,10600000,10,318,1500000,5100000,8000000,4900000, Rejected,0,1,1,19500000,2.65,1.8396226415094339,333333.3333333333,1060000.0,3.18
161,5, Not Graduate, No,3100000,9600000,2,761,5800000,1800000,10400000,4200000, Approved,1,0,0,22200000,3.096774193548387,2.3125,258333.33333333334,4800000.0,18.58064516129032
162,4, Not Graduate, No,4500000,15100000,6,693,3700000,1500000,17800000,6000000, Approved,1,0,0,29000000,3.3555555555555556,1.9205298013245033,375000.0,2516666.6666666665,6.71111111111111
163,3, Not Graduate, No,9700000,20600000,16,524,24200000,11100000,27400000,6100000, Rejected,1,0,1,68800000,2.1237113402061856,3.3398058252427183,808333.3333333334,1287500.0,1.592783505154639
164,2, Not Graduate, Yes,2000000,5300000,10,681,4900000,1400000,4300000,2900000, Approved,1,1,0,13500000,2.65,2.547169811320755,166666.66666666666,530000.0,3.18
165,2, Graduate, Yes,8100000,22300000,18,737,22300000,12600000,27000000,7300000, Approved,0,1,0,69200000,2.753086419753086,3.103139013452915,675000.0,1238888.888888889,1.8353909465020577
166,0, Not Graduate, No,5700000,15900000,16,638,100000,9500000,16300000,4500000, Approved,1,0,0,30400000,2.789473684210526,1.9119496855345912,475000.0,993750.0,2.0921052631578947
167,4, Not Graduate, No,5800000,12800000,2,656,500000,5000000,16000000,2800000, Approved,1,0,0,24300000,2.206896551724138,1.8984375,483333.3333333333,6400000.0,13.241379310344827
168,1, Graduate, No,1800000,6500000,6,540,2500000,3200000,5000000,1100000, Rejected,0,0,1,11800000,3.611111111111111,1.8153846153846154,150000.0,1083333.3333333333,7.222222222222221
169,4, Not Graduate, Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000, Rejected,1,1,1,32600000,3.868131868131868,0.9261363636363636,758333.3333333334,5866666.666666667,7.736263736263736
170,0, Not Graduate, Yes,4800000,17500000,2,371,11700000,6800000,18700000,3500000, Approved,1,1,0,40700000,3.6458333333333335,2.3257142857142856,400000.0,8750000.0,21.875
171,3, Not Graduate, Yes,3800000,10500000,12,886,4000000,500000,14900000,2300000, Approved,1,1,0,21700000,2.763157894736842,2.066666666666667,316666.6666666667,875000.0,2.763157894736842
172,0, Not Graduate, No,1900000,4100000,18,801,400000,800000,4800000,1200000, Approved,1,0,0,7200000,2.1578947368421053,1.7560975609756098,158333.33333333334,227777.77777777778,1.4385964912280702
173,3, Not Graduate, Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000, Approved,1,1,0,22400000,2.638888888888889,2.357894736842105,300000.0,593750.0,1.9791666666666667
174,2, Not Graduate, Yes,7400000,28200000,8,376,21900000,5000000,17400000,5200000, Rejected,1,1,1,49500000,3.810810810810811,1.7553191489361701,616666.6666666666,3525000.0,5.716216216216217
175,4, Not Graduate, Yes,6600000,14300000,8,371,10800000,9500000,18500000,7400000, Rejected,1,1,1,46200000,2.1666666666666665,3.230769230769231,550000.0,1787500.0,3.25
176,2, Graduate, No,1800000,5300000,6,826,4500000,700000,6500000,1300000, Approved,0,0,0,13000000,2.9444444444444446,2.452830188679245,150000.0,883333.3333333334,5.888888888888889
177,4, Not Graduate, No,9200000,27200000,12,873,4500000,1800000,33800000,11400000, Approved,1,0,0,51500000,2.9565217391304346,1.8933823529411764,766666.6666666666,2266666.6666666665,2.9565217391304346
178,5, Not Graduate, Yes,2400000,8600000,8,309,500000,600000,5700000,2800000, Rejected,1,1,1,9600000,3.5833333333333335,1.1162790697674418,200000.0,1075000.0,5.375
179,4, Not Graduate, No,5600000,13300000,20,869,3300000,7500000,20000000,6500000, Approved,1,0,0,37300000,2.375,2.8045112781954886,466666.6666666667,665000.0,1.425
180,5, Graduate, No,3800000,13900000,12,534,4700000,2900000,8200000,2800000, Rejected,0,0,1,18600000,3.6578947368421053,1.3381294964028776,316666.6666666667,1158333.3333333333,3.657894736842105
181,3, Not Graduate, Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000, Approved,1,1,0,31900000,3.977777777777778,1.782122905027933,375000.0,2983333.3333333335,7.955555555555556
182,0, Graduate, Yes,900000,2200000,16,566,100000,700000,2000000,600000, Approved,0,1,0,3400000,2.4444444444444446,1.5454545454545454,75000.0,137500.0,1.8333333333333333
183,0, Not Graduate, No,2800000,9900000,8,742,4900000,1300000,6700000,1700000, Approved,1,0,0,14600000,3.5357142857142856,1.4747474747474747,233333.33333333334,1237500.0,5.303571428571428
184,2, Not Graduate, No,7500000,23100000,4,824,12100000,10900000,26300000,9500000, Approved,1,0,0,58800000,3.08,2.5454545454545454,625000.0,5775000.0,9.24
185,4, Graduate, No,1400000,3100000,14,575,3000000,2100000,4900000,1400000, Approved,0,0,0,11400000,2.2142857142857144,3.6774193548387095,116666.66666666667,221428.57142857142,1.8979591836734693
186,2, Graduate, Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000, Approved,0,1,0,17400000,2.8684210526315788,1.5963302752293578,316666.6666666667,1090000.0,3.4421052631578943
187,1, Not Graduate, Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000, Approved,1,1,0,10100000,2.9411764705882355,2.02,141666.66666666666,500000.0,3.5294117647058827
188,3, Graduate, Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000, Approved,0,1,0,63900000,3.3777777777777778,2.101973684210526,750000.0,5066666.666666667,6.7555555555555555
189,5, Not Graduate, Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000, Approved,1,1,0,55600000,3.191780821917808,2.3862660944206007,608333.3333333334,3883333.3333333335,6.383561643835616
190,1, Not Graduate, No,7400000,19800000,18,458,12600000,6200000,27700000,4000000, Rejected,1,0,1,50500000,2.675675675675676,2.5505050505050506,616666.6666666666,1100000.0,1.783783783783784
191,1, Not Graduate, No,9000000,28200000,16,327,1700000,2300000,24000000,11200000, Rejected,1,0,1,39200000,3.1333333333333333,1.3900709219858156,750000.0,1762500.0,2.35
192,0, Not Graduate, No,3000000,6500000,2,612,8800000,3400000,6700000,1700000, Approved,1,0,0,20600000,2.1666666666666665,3.169230769230769,250000.0,3250000.0,13.0
193,1, Graduate, No,800000,2900000,8,682,2200000,1100000,2900000,700000, Approved,0,0,0,6900000,3.625,2.3793103448275863,66666.66666666667,362500.0,5.4375
194,2, Graduate, No,4800000,13200000,2,583,13700000,5800000,9500000,5200000, Approved,0,0,0,34200000,2.75,2.590909090909091,400000.0,6600000.0,16.5
195,5, Not Graduate, No,6400000,18300000,8,697,10000000,3600000,22500000,3600000, Approved,1,0,0,39700000,2.859375,2.169398907103825,533333.3333333334,2287500.0,4.2890625
196,3, Graduate, No,9200000,27100000,12,306,5800000,11500000,28000000,9600000, Rejected,0,0,1,54900000,2.9456521739130435,2.025830258302583,766666.6666666666,2258333.3333333335,2.945652173913044
197,4, Not Graduate, Yes,400000,1500000,2,669,-100000,600000,900000,500000, Approved,1,1,0,1900000,3.75,1.2666666666666666,33333.333333333336,750000.0,22.5
198,2, Not Graduate, No,2800000,6000000,18,816,6300000,4200000,8000000,3400000, Approved,1,0,0,21900000,2.142857142857143,3.65,233333.33333333334,333333.3333333333,1.4285714285714284
199,4, Not Graduate, Yes,8500000,28900000,20,455,15200000,5800000,22500000,9400000, Rejected,1,1,1,52900000,3.4,1.8304498269896194,708333.3333333334,1445000.0,2.04
200,3, Graduate, Yes,4700000,16400000,10,318,11400000,8100000,16200000,4300000, Rejected,0,1,1,40000000,3.4893617021276597,2.4390243902439024,391666.6666666667,1640000.0,4.187234042553191
201,4, Not Graduate, Yes,9800000,21200000,20,355,22000000,8900000,31800000,14300000, Rejected,1,1,1,77000000,2.163265306122449,3.6320754716981134,816666.6666666666,1060000.0,1.2979591836734694
202,2, Not Graduate, Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000, Rejected,1,1,1,20200000,2.3421052631578947,2.269662921348315,316666.6666666667,556250.0,1.756578947368421
203,2, Graduate, No,500000,1500000,2,888,1500000,300000,1500000,600000, Approved,0,0,0,3900000,3.0,2.6,41666.666666666664,750000.0,18.0
204,2, Graduate, Yes,6900000,15600000,6,352,13000000,5300000,22600000,10000000, Rejected,0,1,1,50900000,2.260869565217391,3.2628205128205128,575000.0,2600000.0,4.521739130434782
205,4, Not Graduate, Yes,9600000,30100000,12,870,300000,6700000,38200000,5600000, Approved,1,1,0,50800000,3.1354166666666665,1.6877076411960132,800000.0,2508333.3333333335,3.135416666666667
206,3, Not Graduate, No,2900000,6500000,18,827,8300000,600000,10400000,3200000, Approved,1,0,0,22500000,2.2413793103448274,3.4615384615384617,241666.66666666666,361111.1111111111,1.4942528735632186
207,2, Graduate, No,9800000,20900000,12,768,3400000,10200000,38600000,13400000, Approved,0,0,0,65600000,2.13265306122449,3.138755980861244,816666.6666666666,1741666.6666666667,2.13265306122449
208,0, Graduate, No,7100000,15400000,18,707,10300000,10800000,19600000,5800000, Approved,0,0,0,46500000,2.1690140845070425,3.0194805194805197,591666.6666666666,855555.5555555555,1.4460093896713615
209,1, Not Graduate, Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000, Rejected,1,1,1,44700000,2.4805194805194803,2.3403141361256545,641666.6666666666,1910000.0,2.976623376623377
210,3, Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000, Approved,0,0,0,7600000,2.357142857142857,2.303030303030303,116666.66666666667,1650000.0,14.142857142857142
211,3, Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000, Approved,0,0,0,47900000,2.0384615384615383,3.0125786163522013,650000.0,7950000.0,12.23076923076923
212,5, Not Graduate, Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000, Rejected,1,1,1,8100000,3.5294117647058822,1.35,141666.66666666666,333333.3333333333,2.3529411764705883
213,2, Not Graduate, No,8500000,32700000,18,471,12600000,9400000,33900000,12500000, Rejected,1,0,1,68400000,3.847058823529412,2.091743119266055,708333.3333333334,1816666.6666666667,2.564705882352941
214,5, Not Graduate, No,1900000,7500000,20,715,5100000,2800000,6500000,2800000, Approved,1,0,0,17200000,3.9473684210526314,2.2933333333333334,158333.33333333334,375000.0,2.3684210526315788
215,2, Not Graduate, Yes,6700000,15200000,10,689,0,8200000,15000000,6800000, Approved,1,1,0,30000000,2.2686567164179103,1.9736842105263157,558333.3333333334,1520000.0,2.7223880597014922
216,3, Graduate, Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000, Approved,0,1,0,47400000,2.3768115942028984,2.8902439024390243,575000.0,4100000.0,7.130434782608695
217,2, Graduate, No,2600000,7800000,4,819,3100000,4300000,5700000,1500000, Approved,0,0,0,14600000,3.0,1.8717948717948718,216666.66666666666,1950000.0,9.0
218,4, Graduate, Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000, Approved,0,1,0,69000000,2.1979166666666665,3.2701421800947865,800000.0,3516666.6666666665,4.395833333333333
219,1, Not Graduate, Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000, Approved,1,1,0,46600000,2.5,2.7411764705882353,566666.6666666666,8500000.0,15.000000000000002
220,0, Not Graduate, No,3200000,11300000,6,484,3500000,5500000,8500000,2100000, Rejected,1,0,1,19600000,3.53125,1.7345132743362832,266666.6666666667,1883333.3333333333,7.062499999999999
221,4, Not Graduate, No,2900000,10400000,6,673,5100000,1700000,10600000,1700000, Approved,1,0,0,19100000,3.586206896551724,1.8365384615384615,241666.66666666666,1733333.3333333333,7.172413793103448
222,3, Graduate, Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000, Approved,0,1,0,51100000,2.6835443037974684,2.410377358490566,658333.3333333334,1177777.7777777778,1.7890295358649788
223,4, Not Graduate, Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000, Rejected,1,1,1,28000000,3.1794871794871793,2.2580645161290325,325000.0,1033333.3333333334,3.1794871794871797
224,4, Graduate, Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000, Rejected,0,1,1,32600000,2.391304347826087,2.963636363636364,383333.3333333333,5500000.0,14.347826086956523
225,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000, Approved,1,1,0,4900000,2.4285714285714284,2.8823529411764706,58333.333333333336,212500.0,3.642857142857143
226,0, Not Graduate, No,5200000,15600000,20,434,14100000,5800000,18100000,5500000, Rejected,1,0,1,43500000,3.0,2.7884615384615383,433333.3333333333,780000.0,1.8
227,3, Not Graduate, Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000, Approved,1,1,0,34100000,3.4915254237288136,1.6553398058252426,491666.6666666667,2060000.0,4.189830508474576
228,4, Graduate, No,7200000,19100000,4,774,9400000,7000000,17900000,3600000, Approved,0,0,0,37900000,2.6527777777777777,1.9842931937172774,600000.0,4775000.0,7.958333333333333
229,1, Not Graduate, Yes,8700000,27000000,10,717,24950000,8600000,17500000,9100000, Approved,1,1,0,60150000,3.103448275862069,2.227777777777778,725000.0,2700000.0,3.7241379310344827
230,3, Not Graduate, Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000, Rejected,1,1,1,6800000,3.1818181818181817,1.9428571428571428,91666.66666666667,291666.6666666667,3.1818181818181817
231,1, Graduate, Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000, Approved,0,1,0,28200000,2.725,2.5871559633027523,333333.3333333333,778571.4285714285,2.335714285714286
232,2, Graduate, No,9800000,32400000,2,543,24200000,17050000,25700000,7700000, Approved,0,0,0,74650000,3.306122448979592,2.3040123456790123,816666.6666666666,16200000.0,19.836734693877553
233,0, Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000, Approved,1,1,0,13800000,2.5185185185185186,2.0294117647058822,225000.0,340000.0,1.511111111111111
234,3, Not Graduate, Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000, Rejected,1,1,1,55700000,3.9318181818181817,1.6098265895953756,733333.3333333334,4325000.0,5.8977272727272725
235,5, Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000, Approved,1,1,0,21000000,2.3636363636363638,2.6923076923076925,275000.0,487500.0,1.7727272727272727
236,1, Graduate, Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000, Approved,0,1,0,53400000,3.391304347826087,2.282051282051282,575000.0,5850000.0,10.173913043478262
237,3, Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000, Rejected,0,1,1,3300000,3.888888888888889,0.9428571428571428,75000.0,875000.0,11.666666666666666
238,3, Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000, Approved,0,1,0,23100000,3.7804878048780486,1.4903225806451612,341666.6666666667,2583333.3333333335,7.560975609756097
239,3, Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000, Approved,1,1,0,18800000,3.723404255319149,1.0742857142857143,391666.6666666667,2187500.0,5.585106382978723
240,5, Graduate, Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000, Rejected,0,1,1,28500000,3.411764705882353,2.456896551724138,283333.3333333333,725000.0,2.558823529411765
241,2, Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000, Approved,0,0,0,60600000,2.34375,2.6933333333333334,800000.0,1250000.0,1.5625
242,3, Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000, Rejected,1,1,1,58400000,2.3142857142857145,3.6049382716049383,583333.3333333334,2700000.0,4.628571428571428
243,5, Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000, Approved,0,0,0,29100000,2.263157894736842,2.255813953488372,475000.0,716666.6666666666,1.5087719298245614
244,1, Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000, Approved,1,1,0,60600000,3.951219512195122,1.8703703703703705,683333.3333333334,1800000.0,2.6341463414634143
245,2, Not Graduate, No,2100000,5100000,12,674,2200000,3200000,6400000,2400000, Approved,1,0,0,14200000,2.4285714285714284,2.784313725490196,175000.0,425000.0,2.4285714285714284
246,1, Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000, Approved,1,1,0,45200000,3.5125,1.6085409252669038,666666.6666666666,1561111.111111111,2.341666666666667
247,2, Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000, Approved,1,0,0,65600000,3.6625,2.2389078498293515,666666.6666666666,7325000.0,10.9875
248,0, Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000, Rejected,1,1,1,44700000,2.872340425531915,1.6555555555555554,783333.3333333334,2700000.0,3.4468085106382977
249,0, Graduate, No,8400000,20600000,10,477,1500000,1500000,25000000,11900000, Rejected,0,0,1,39900000,2.4523809523809526,1.9368932038834952,700000.0,2060000.0,2.942857142857143
250,1, Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000, Approved,1,1,0,10600000,2.6315789473684212,2.12,158333.33333333334,833333.3333333334,5.263157894736842
